,id,product_type,product_name,color_description,scent_description,taste_description,fruit_tasting,sugar_tasting,acidity_tasting,tannin_tasting,harmonizes_with,technical_sheet_wine_type,technical_sheet_volume,technical_sheet_closure_type,technical_sheet_service_temperature_in_celsius,technical_sheet_country,technical_sheet_region,technical_sheet_alcohol_content,technical_sheet_grapes,technical_sheet_producer,technical_sheet_crop_year,technical_sheet_cellaring_time,technical_sheet_maturation_time,specialist_review_content,specialist_review_owner,specialist_review_occupation,url
488,375,Vinho tinto italiano,Castello Finoto Brunello di Montalcino DOCG 2018,Vermelho-rubi intenso com reflexos granada,"Complexo, com notas de frutas vermelhas maduras e nuances de lavanda, ervas e especiarias","Encorpado, macio e agradável, com taninos aveludados e final persistente",4,1,4,4,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha natural,18,Itália,Toscana,14.5,Sangiovese,Società Agricola Poggio Salvi di Montalcino Srl,2018,2025,30 meses em barris de carvalho eslavo,"A cidade de Montalcino gera um vinho conhecido pela sua riqueza e complexidade de aromas e sabores: o Brunello di Montalcino. Além disso, ele é considerado um dos rótulos mais respeitados da Itália e do mundo. E aqui, você conhece a versão elaborada pelo produtor Poggio Salvi di Montalcino. Encorpado, macio, agradável e persistente em boca, ele revela no nariz notas complexas de frutas vermelhas maduras, com nuances de lavanda, ervas e especiarias. Para uma experiência de degustação ainda mais rica, nossa sugestão é aerá-lo por cerca de 30 minutos antes de harmonizar com pratos à base de carnes de caça ou queijos maduros.  ",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/brunello-di-montalcino-docg-2018-361671.html
492,26,Vinho tinto espanhol,Tierra del Sol Tempranillo,Vermelho cereja com tons violáceos,"Aromas de frutas vermelhas, revelando notas de cereja e amoras","Elegante e agradável, ressaltando nuances de violetas e alcaçuz",3,1,3,3,"Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Tampa de rosca,16,Espanha,Multiregional,13,Tempranillo,Outros,,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/don-gastronom-tierra-de-sol-tempranillo.html
493,54,Vinho tinto argentino,Santa Irene Malbec Vino Orgánico 2022,Vermelho-rubi brilhante,"Notas intensas de morangos e framboesa, com toques florais","Estruturado, frutado, agradável, de caráter jovem, e com taninos macios",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Argentina,Mendoza,13.7,Malbec,Vinecol,2022,2025,,"Este Santa Irene é um tinto que apresenta a versão orgânica do típico Malbec de Mendoza. Vegano e oriundo de uma vinícola sustentável, ele deve surpreender do início ao fim da degustação com seu caráter estruturado, frutado, agradável e jovem. Além disso, espere apreciar aromas intensos de morangos e framboesas, com toques florais.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/santa-irene-malbec-vino-organico-353081.html
494,58,Vinho tinto argentino,Atardecer de Los Andes Malbec Reserva 2021,Vermelho-rubi,Aromas de frutas maduras e toques de baunilha,"Equilibrado, macio e com taninos aveludados",3,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Argentina,Argentina,13.5,Malbec,Fecovita,2021,2025,Estágio em barricas de carvalho,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/atardecer-de-los-andes-reserva-malbec-2021.html
495,8,Vinho tinto chileno,Reyna Cabernet Sauvignon Central Valley D.O. 2023,Vermelho-rubi intenso,"Notas intensas de figos maduros e azeitonas, com toques de pimenta","Rico, macio e elegante",4,1,2,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Chile,Valle Central,12.5,Cabernet Sauvignon,Bodega Tagua Tagua,2023,2025,,"Reyna, ou “rainha” em espanhol, é um vinho protagonizado pela Cabernet Sauvignon, considerada uma imperatriz entre as uvas tintas. Aqui, ela aparece em uma versão cultivada nos solos chilenos do Valle Central e responsável por originar um líquido rico, macio, elegante e perfumado, que exala notas de figo maduro, azeitona e pimenta. Na hora de harmonizar, opte por pratos à base de carnes vermelhas ou massas.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/reyna-cabernet-sauvignon-central-valley-d-o-2023.html
497,35,Vinho tinto francês,Petits Galets Côtes du Rhône AOP 2023,Vermelho-rubi com tons violáceos,"Aromas de frutas vermelhas e pretas, ressaltando toques de especiarias","Elegante, revelando taninos macios que contribuem para final longo e arredondado",3,1,3,3,"Carnes vermelhas, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,França,Vale do Rhône,14.5,"Grenache, Mourvèdre, Syrah",,2023,2025,Estágio em barricas de carvalho,"Localizado no sudeste da França, o Vale do Rhône é conhecido por elaborar rótulos encorpados e cheios de vida. E nesta região se encontra uma das maiores denominações do país, a de Côtes du Rhône, que deu vida ao Petits Galets, blend das uvas Grenache, Syrah e Mourvèdre. Elegante em boca, ele revela taninos macios que contribuem para final longo e arredondado, enquanto apresenta aromas de frutas vermelhas e pretas ao nariz. Na hora de harmonizar, recomendamos apostar em queijo Comté, pappardelle à bolonhesa e terrine de foie gras.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/petit-galets-cotes-du-rhone-aoc-2023.html
498,37,Vinho tinto chileno,Pioneers Pinot Noir 2024,Vermelho-rubi,"Aromas intensos de frutas vermelhas, como framboesas, e notas florais","Harmônico e fresco, com taninos macios e final persistente",4,1,3,2,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,17,Chile,Valle Central,12,Pinot Noir,Cremaschi,2024,2025,Estágio em tanques de aço inoxidável,"Inspirada na tradição vitivinícola do Chile, a linha Pioneers celebra a chegada dos primeiros imigrantes que deram início à arte da vinificação no país. Na versão Pinot Noir, temos um rótulo harmônico e fresco, com aromas intensos de frutas vermelhas, como framboesas, e notas florais, além de taninos macios e final persistente em boca. No momento de harmonizar, a nossa dica é apostar em pratos à base de carnes grelhadas e queijos leves.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/cremaschi-pioneers-pinot-noir-2024.html
499,60,Vinho tinto chileno,Pioneers Cabernet Sauvignon 2023,Vermelho-rubi,"Corpo médio, bem equilibrado, com elegantes toques de madeira queimada",Rico e longo,4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Chile,Valle Central,12.5,Cabernet Sauvignon,Cremaschi Furlotti,2023,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/pioneers-cabernet-sauvignon-2023.html
500,66,Vinho tinto argentino,Vientos de Altura Malbec 2024,Vermelho-púrpura intenso ,"Aromas expressivos de frutas pretas maduras, como ameixa, amora e groselha","Encorpado e fácil de beber, com taninos redondos, bom corpo e final persistente",3,1,3,4,"Carnes vermelhas, Pizzas e massas de molho vermelho",Vinho tinto,750ml,Rolha de cortiça,18,Argentina,Mendoza,13,Malbec,Fecovita,2024,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/fecovita-vientos-de-altura-malbec-2024-1.html
501,68,Vinho branco chileno,El Origen Winemaker Selection del Limarí Chardonnay 2024,Amarelo-palha com tons esverdeados,Aromas de abacaxi e pêssego,"Refrescante e agradável, revelando toques de frutas tropicais",4,1,4,1,"Carnes brancas, Frutos do mar, Saladas e aperitivos",Vinho branco,750ml,Rolha de cortiça,6,Chile,Valle Central,12.5,Chardonnay,Bodega Y Viñedos de Aguirre,2024,2025,,"Considerada a rainha das uvas brancas, a Chardonnay encontrou no Valle Central, no Chile, condições ideais para encontrar sua melhor versão. A grande amplitude térmica, combinada com solos arenosos da região, contribui para elaborar rótulos expressivos e aromáticos, como esta versão de El Origen. Refrescante e agradável, ele apresenta toques de frutas tropicais em boca, e aromas de abacaxi e pêssego ao nariz. Na hora de harmonizar, sugerimos apostar em pratos à base de peixes, saladas de folhas verdes e frutos do mar.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/bodega-y-vinedo-de-aguirre-el-origen-chardonnay-2024.html
502,69,Vinho rosé argentino,La Grupa Rosé 2024,Rosa pálido com reflexos brilhantes,Frutas vermelhas e notas florais e cítricas,"Doce, fresco, macio e com boa acidez",4,4,3,1,"Saladas e aperitivos, Sobremesas",Vinho rosé,750ml,Tampa de rosca,8,Argentina,Mendoza,11,Uvas variadas,Fecovita,2024,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/fecovita-la-grupa-rose-2024.html
503,70,Vinho tinto italiano,Grande Alberone Vino Rosso d'Italia,Vermelho-granada intenso,"Frutas vermelhas com notas suaves de chocolate, morango e tabaco","Potente, saboroso e persistente, com toque frutado e final longo",4,2,3,3,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha,15,Itália,Multirregional,14.5,"Merlot, Cabernet Sauvignon, Primitivo, Teroldego",Provinco,,2025,Em tanques de aço inox e alguns meses em barricas de carvalho,"Segundo Loris Delvai, winemaker da vinícola Provinco, Grande Alberone Quintus é uma experiência sensorial das vinhas da Itália. Neste tinto, as melhores uvas das castas Primitivo, Merlot, Cabernet Sauvignon e Teroldego expressam uma valsa entre chocolate, morango e tabaco, tanto no sabor quanto em seu aroma. Na hora de harmonizar, recomendamos um prato típico do país da bota: a Bistecca alla Fiorentina.",Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/grande-alberone-quintus-141531.html
504,73,Vinho branco argentino,Rocas Viejas White Blend 2024,Amarelo-palha brilhante,Aromas de frutas cítricas e tropicais,"Refrescante, frutado e equilibrado",4,1,3,1,"Carnes brancas, Frutos do mar, Queijos, Saladas e aperitivos",Vinho branco,750ml,Rolha de cortiça,6,Argentina,Mendoza,12.5,"Blend, Uvas variadas",Fecovita,2024,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/fecovita-rocas-viejas-white-blend-2024.html
505,76,Vinho tinto italiano,C.O.S 1960 Primitivo di Manduria DOP 2022,Vermelho-rubi intenso com reflexos violáceos,"Intenso, com notas de frutas vermelhas e pretas em compota, e toques de especiarias","Rico, encorpado, sedoso e frutado, com taninos macios e final persistente",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Itália,Puglia,14,Primitivo,Cantolio,2022,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/c-o-s-1960-primitivo-di-manduria-dop-2022.html
506,81,Vinho rosé sul-africano,The African Horizon Rosé Western Cape W.O. 2023,Rosa salmão,"Aromas de frutas vermelhas maduras, como morango e framboesa, e notas de melancia","Refrescante e frutado, caracterizado por acidez agradável e toques adocicados",3,1,4,1,"Carnes brancas, Frutos do mar, Queijos, Risoto e massas de molho branco, Saladas e aperitivos",Vinho rosé,750ml,Tampa de rosca,6,África do Sul,Western Cape,12,Uvas variadas,Origin Wine,2023,2025,,"Situada na extremidade sul do continente africano, Western Cape oferece condições climáticas ótimas para o cultivo de uvas neste terroir. A combinação do clima mediterrâneo da região com os ventos dos oceanos Atlântico e Índico contribuíram para produzir vinhos refrescantes e frutados, como este exemplar. Perfeito para ser apreciado nos dias quentes, ele apresenta acidez agradável e toques adocicados em boca, além de revelar aromas de frutas vermelhas maduras no nariz. Para harmonizar, sugerimos apostar em salada caprese, tartare de atum e carpaccio de beterraba.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/origin-wine-the-african-horizon-rose-2023.html
507,85,Vinho tinto argentino,Finca Andinos Cabernet Sauvignon 2023,Vermelho-rubi intenso,Frutado com notas de frutas pretas e vermelhas maduras e toques de especiarias,Sedoso e equilibrado com final persistente,3,1,3,3,"Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Argentina,Mendoza,14,Cabernet Sauvignon,Bodega Santa Julia,2023,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/finca-andinos-cabernet-sauvignon-2023.html
508,87,Vinho rosé português,Portada Winemaker's Selection Rosé 2023,Rosa com nuances de ameixa,"Perfumado, com notas de maçã e frutos vermelhos maduros","Saboroso, refrescante e macio",4,2,3,1,"Carnes brancas, Frutos do mar, Queijos, Saladas e aperitivos",Vinho rosé,750ml,Rolha de cortiça,9,Portugal,Lisboa,12,"Cabernet Sauvignon, Caladoc, Castelão, Pinot Noir, Shiraz, Uvas variadas",DFJ Vinhos,2023,2025,1 mês em garrafa,"A vinícola DFJ tem como objetivo alcançar a excelência na produção de vinhos, e foi exatamente o que aconteceu com o premiado Portada Rosé. Macio, saboroso e refrescante em boca, ele apresenta notas intensas de frutas vermelhas no nariz. Se você gosta de sushi ou comida mexicana, pode apostar nele que a sua experiência de degustação será única!",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/portada-winemaker-s-selection-rose-2023.html
510,94,Vinho rosé italiano,Stardust Edição Limitada Aquarius Nero D'Avola Rosato Sicilia DOC 2020,Rosa salmão brilhante,Notas de framboesa e flores de acácia,"Leve, refrescante, frutado, e de caráter jovem",4,1,3,1,"Carnes brancas, Queijos",Vinho rosé,750ml,Rolha de cortiça,6,Itália,Sicília,12,Nero d'Avola,Mondo del Vino,2020,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/stardust-aquarius-nerodavola-rosato-2020-351421.html
511,584,Vinho tinto europeu,Noble Duc Romain Vin Rouge 2023,Vermelho-rubi,"Aromas de framboesa, amoras, geleia de morango e violetas","Equilibrado e frutado, com toques de frutas vermelhas e pretas frescas",4,1,3,3,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Europeu,Multirregional,11,Uvas variadas,Le Cailar,2023,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/noble-duc-romain-2020-268112.html
512,96,Espumante Branco francês,Champagne Dom Pérignon Vintage 2013 Brut,Amarelo-dourado brilhante,"Aromas de flores brancas, frutas cítricas e de caroço, com notas frescas de anis e hortelã","Fresco e elegante, com aromas de frutas brancas, acidez bem integrada e acabamento aromático",4,1,5,1,"Carnes brancas, Frutos do mar, Queijos",Espumante Branco,750ml,Rolha,6,França,Champagne,12.5,"Chardonnay, Pinot Noir",Dom Pérignon,2013,2025,8 anos em Sur Lie,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/dom-perignon-blanc-vintage-2013.html
513,99,Vinho tinto europeu,Odyssée Respect du Terroir Libertés,Vermelho-rubi intenso,Aromas de frutas vermelhas maduras,"Frutado, com excelente equilíbrio entre taninos e acidez",3,1,3,2,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,15,Europeu,Multirregional,11,"Grenache, Syrah, Tempranillo",FSP,,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/libertes-340261.html
514,101,Vinho tinto português,Torre de Pias Alentejo,Vermelho-rubi,Suaves e persistentes aromas de frutas vermelhas,Consistente e macio,4,1,2,3,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha,17,Portugal,Alentejo,13,Uvas variadas,JAWS,,2025,,,Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/torre-de-pias-alentejo.html
515,106,Vinho tinto português,Exemplo Douro DOC 2020,Vermelho-rubi vivo,Notas de especiarias e frutas vermelhas,"Bom frescor, maciez e acidez equilibrada.",4,1,3,4,"Carnes vermelhas, Queijos",Vinho tinto,750ml,Rolha de cortiça,17,Portugal,Douro,13,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Tinta Barroca",Caves Santa Martha,2020,2025,6 meses em tanques de aço inox,,Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/exemplo-doc-douro-2020-282111.html
516,107,Vinho tinto italiano,Settecieli Primitivo Puglia IGT 2022,Vermelho-rubi profundo,"Aromas de frutos vermelhos, e notas de alcaçuz","Encorpado e intenso, com taninos marcantes e acidez agradável",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha,18,Itália,Puglia,13,Primitivo,Castellani,2022,2025,Estágio em tanques de aço inoxidável,"Uva tradicional na Itália, a Primitivo é a grande protagonista da região da Puglia. De lá saem versões expressões intensas e agradáveis da casta, como o Settecieli. Com aromas intensos de frutas, ele apresenta paladar encorpado e marcante, e se mostra ideal para harmonizar com pratos da culinária italiana.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/settecieli-primitivo-puglia-igt-2022.html
